r2,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/n_estimators,config/max_depth,logdir,node_count,total_tuning_time
0.45938377005463427,1779027795,,False,1,efed8_00000,2026-05-17_14-23-15,0.15724420547485352,0.15724420547485352,27837,group15-worker2,192.168.2.20,0.15724420547485352,1,50,5.0,efed8_00000,3,7.175626516342163
0.49316880152003983,1779027794,,False,1,efed8_00001,2026-05-17_14-23-14,0.15796899795532227,0.15796899795532227,27898,group15-worker1,192.168.2.66,0.15796899795532227,1,50,10.0,efed8_00001,3,7.175626516342163
0.4827841217062062,1779027796,,False,1,efed8_00002,2026-05-17_14-23-16,0.40531444549560547,0.40531444549560547,29417,group15-dev,192.168.2.118,0.40531444549560547,1,50,,efed8_00002,3,7.175626516342163
0.4676525492176534,1779027796,,False,1,efed8_00003,2026-05-17_14-23-16,0.3032796382904053,0.3032796382904053,27836,group15-worker2,192.168.2.20,0.3032796382904053,1,100,5.0,efed8_00003,3,7.175626516342163
0.48557124229174564,1779027796,,False,1,efed8_00004,2026-05-17_14-23-16,0.5130395889282227,0.5130395889282227,29416,group15-dev,192.168.2.118,0.5130395889282227,1,100,10.0,efed8_00004,3,7.175626516342163
0.4818169560260096,1779027795,,False,1,efed8_00005,2026-05-17_14-23-15,0.5369453430175781,0.5369453430175781,27897,group15-worker1,192.168.2.66,0.5369453430175781,1,100,,efed8_00005,3,7.175626516342163
0.46312095887614557,1779027797,,False,1,efed8_00006,2026-05-17_14-23-17,0.4132254123687744,0.4132254123687744,27964,group15-worker1,192.168.2.66,0.4132254123687744,1,200,5.0,efed8_00006,3,7.175626516342163
0.4773751172152788,1779027798,,False,1,efed8_00007,2026-05-17_14-23-18,0.6044187545776367,0.6044187545776367,27996,group15-worker1,192.168.2.66,0.6044187545776367,1,200,10.0,efed8_00007,3,7.175626516342163
0.479460321330637,1779027799,,False,1,efed8_00008,2026-05-17_14-23-19,1.1360440254211426,1.1360440254211426,27903,group15-worker2,192.168.2.20,1.1360440254211426,1,200,,efed8_00008,3,7.175626516342163
